Date,Open,High,Low,Close,Volume
2016-04-15,753.98,761.0,752.694,759.0,1552347
2016-04-18,760.46,768.05,757.3,766.61,1442123
2016-04-19,769.51,769.9,749.33,753.93,1305326
2016-04-20,758.0,758.132,750.01,752.67,1082739
2016-04-21,755.38,760.43,749.55,759.14,1546480
2016-04-22,726.3,736.12,713.61,718.77,5467206
2016-04-25,716.1,723.93,715.59,723.15,1312381
2016-04-26,725.42,725.7660000000001,703.0260000000001,708.14,2010224
2016-04-27,707.29,708.98,692.365,705.84,2822644
2016-04-28,708.26,714.17,689.55,691.02,2167756
2016-04-29,690.7,697.62,689.0,693.01,1976287
2016-05-02,697.63,700.64,691.0,698.21,1134592
2016-05-03,696.87,697.84,692.0,692.36,1006062
2016-05-04,690.49,699.75,689.01,695.7,1166670
2016-05-05,697.7,702.32,695.72,701.41,1214920
2016-05-06,698.38,711.86,698.107,711.12,1589924
2016-05-09,712.0,718.71,710.0,712.9,1330750
2016-05-10,716.75,723.5,715.72,723.18,1490782
2016-05-11,723.41,724.48,712.8,715.29,1225628
2016-05-12,717.06,719.25,709.0,713.31,865189
2016-05-13,711.93,716.6619999999999,709.26,710.83,853701
2016-05-16,709.13,718.48,705.65,716.49,1267485
2016-05-17,715.99,721.52,704.11,706.29,1801286
2016-05-18,703.67,711.6,700.63,706.63,1200724
2016-05-19,702.36,706.0,696.8,700.32,1078707
2016-05-20,701.62,714.58,700.52,709.74,1326982
2016-05-23,706.53,711.4780000000001,704.18,704.24,873438
2016-05-24,706.86,720.97,706.86,720.09,1266430
2016-05-25,720.76,727.51,719.705,725.27,1456950
2016-05-26,722.87,728.33,720.28,724.12,1119858
2016-05-27,724.01,733.936,724.0,732.66,1542103
2016-05-31,731.74,739.73,731.26,735.55,1227131
2016-06-01,734.53,737.21,730.66,734.15,1164471
2016-06-02,732.5,733.02,724.17,730.4,895953
2016-06-03,729.27,729.49,720.56,722.34,866004
2016-06-06,724.91,724.91,714.61,716.55,1120039
2016-06-07,719.84,721.98,716.55,716.65,1115971
2016-06-08,723.96,728.57,720.58,728.28,1150436
2016-06-09,722.87,729.54,722.336,728.58,762995
2016-06-10,719.47,725.89,716.43,719.39,734876
2016-06-13,716.51,725.44,716.51,718.36,699764
2016-06-14,716.48,722.47,713.12,718.27,1271681
2016-06-15,719.0,722.46,717.31,718.92,751209
2016-06-16,714.91,716.65,703.26,710.37,1294394
2016-06-17,708.65,708.82,688.452,691.72,2409492
2016-06-20,698.77,702.48,693.41,693.71,1744446
2016-06-21,698.4,702.77,692.01,695.94,1369469
2016-06-22,699.06,700.86,693.082,697.68,639269
2016-06-23,697.45,701.95,687.0,701.87,1507403
2016-06-24,675.17,689.4,673.45,675.22,2904873
2016-06-27,671.0,672.3,663.284,668.26,2388710
2016-06-28,678.97,680.33,673.0,680.04,1221077
2016-06-29,683.0,687.429,681.41,684.11,1781749
2016-06-30,685.47,692.32,683.65,692.1,1106268
2016-07-01,692.2,700.65,692.13,699.21,910326
2016-07-05,696.06,696.94,688.88,694.95,1011262
2016-07-06,689.98,701.68,689.09,697.77,1160832
2016-07-07,698.08,698.2,688.215,695.36,900031
2016-07-08,699.5,705.71,696.435,705.63,1199498
2016-07-11,708.05,716.51,707.24,715.09,933552
2016-07-12,719.12,722.94,715.91,720.64,915244
2016-07-13,723.62,724.0,716.85,716.98,610288
2016-07-14,721.58,722.21,718.03,720.95,591177
2016-07-15,725.73,725.74,719.055,719.71,838179
2016-07-18,722.71,736.13,721.19,733.78,1084872
2016-07-19,729.89,736.99,729.0,736.96,1060873
2016-07-20,737.33,742.13,737.1,741.19,883372
2016-07-21,740.36,741.69,735.831,738.63,651641
2016-07-22,741.86,743.24,736.56,742.74,923487
2016-07-25,740.67,742.61,737.5,739.77,742653
2016-07-26,739.04,741.69,734.27,738.42,800931
2016-07-27,738.28,744.46,737.0,741.77,871502
2016-07-28,747.04,748.65,739.3,745.91,2550168
2016-07-29,772.71,778.55,766.77,768.79,2733132
2016-08-01,761.09,780.43,761.09,772.88,1950146
2016-08-02,768.69,775.84,767.85,771.06,1177012
2016-08-03,767.18,773.21,766.82,773.18,871074
2016-08-04,772.22,774.07,768.795,771.61,763261
2016-08-05,773.78,783.04,772.34,782.01,1016983
2016-08-08,782.0,782.63,778.091,781.76,897096
2016-08-09,781.1,788.94,780.57,784.26,922659
2016-08-10,783.75,786.812,782.778,784.68,563639
2016-08-11,785.0,789.75,782.97,784.85,642270
2016-08-12,781.5,783.395,780.4,783.22,596918
2016-08-15,783.75,787.49,780.11,782.44,752647
2016-08-16,780.3,780.98,773.444,777.13,624204
2016-08-17,777.32,780.81,773.53,779.91,628560
2016-08-18,780.01,782.86,777.0,777.5,593087
2016-08-19,775.0,777.1,773.13,775.42,601928
2016-08-22,773.27,774.54,770.05,772.15,667143
2016-08-23,775.48,776.44,771.785,772.08,636501
2016-08-24,770.58,774.5,767.07,769.64,741804
2016-08-25,767.0,771.89,763.185,769.41,634003
2016-08-26,769.0,776.08,765.85,769.54,1021451
2016-08-29,768.74,774.99,766.615,772.15,604406
2016-08-30,769.33,774.466,766.84,769.09,787138
2016-08-31,767.01,769.09,765.38,767.12,751591
2016-09-01,769.25,771.02,764.3,768.78,618692
2016-09-02,773.01,773.92,768.41,771.46,774256
2016-09-06,773.45,782.0,771.0,780.08,1239451
2016-09-07,780.0,782.73,776.2,780.35,590233
2016-09-08,778.59,780.35,773.58,775.32,707531
2016-09-09,770.1,773.245,759.66,759.66,1571155
2016-09-12,755.13,770.29,754.0,769.02,1176041
2016-09-13,764.48,766.22,755.8,759.69,912432
2016-09-14,759.61,767.68,759.11,762.49,746816
2016-09-15,762.89,773.8,759.96,772.1,1028285
2016-09-16,769.75,769.75,764.66,768.88,1486221
2016-09-19,772.42,774.0,764.441,765.7,760052
2016-09-20,769.0,773.33,768.53,771.41,661423
2016-09-21,772.66,777.16,768.301,776.22,780841
2016-09-22,780.0,789.85,778.44,787.21,985732
2016-09-23,786.59,788.93,784.15,786.9,1211305
2016-09-26,782.74,782.74,773.07,774.2,1187269
2016-09-27,775.5,785.99,774.308,783.01,752930
2016-09-28,777.85,781.81,774.97,781.56,844106
2016-09-29,781.44,785.8,774.232,775.01,1212788
2016-09-30,776.33,780.94,774.09,777.29,1355870
2016-10-03,774.25,776.065,769.5,772.56,1055724
2016-10-04,776.03,778.71,772.89,776.43,844179
2016-10-05,779.31,782.07,775.65,776.47,880132
2016-10-06,779.0,780.48,775.54,776.86,808197
2016-10-07,779.66,779.66,770.75,775.08,680154
2016-10-10,777.71,789.38,775.87,785.94,871065
2016-10-11,786.66,792.28,780.58,783.07,921217
2016-10-12,783.76,788.13,782.06,786.14,731447
2016-10-13,781.22,781.22,773.0,778.19,897992
2016-10-14,781.65,783.95,776.0,778.53,587036
2016-10-17,779.8,785.85,777.5,779.96,776584
2016-10-18,787.85,801.61,785.565,795.26,1955165
2016-10-19,798.86,804.63,797.635,801.56,1215080
2016-10-20,803.3,803.97,796.03,796.97,1537480
2016-10-21,795.0,799.5,794.0,799.38,780455
2016-10-24,804.9,815.18,804.82,813.11,1597302
2016-10-25,816.68,816.68,805.14,807.67,1534413
2016-10-26,806.34,806.98,796.32,799.07,1568414
2016-10-27,801.0,803.49,791.5,795.35,2015863
2016-10-28,808.35,815.49,793.59,795.37,3985626
2016-10-31,795.47,796.86,784.0,784.54,2427284
2016-11-01,782.89,789.49,775.54,783.61,2406356
2016-11-02,778.2,781.65,763.45,768.7,1918414
2016-11-03,767.25,769.95,759.03,762.13,1943175
2016-11-04,750.66,770.36,750.561,762.02,2134812
2016-11-07,774.5,785.19,772.55,782.52,1477543
2016-11-08,783.4,795.633,780.19,790.51,1310757
2016-11-09,779.94,791.227,771.67,785.31,2375926
2016-11-10,791.17,791.17,752.18,762.56,4646668
2016-11-11,756.54,760.78,750.38,754.02,2314990
2016-11-14,755.6,757.85,727.54,736.08,3654385
2016-11-15,746.97,764.416,746.97,758.49,2384001
2016-11-16,755.2,766.36,750.51,764.48,1443357
2016-11-17,766.92,772.7,764.23,771.23,1204735
2016-11-18,771.37,775.0,760.0,760.54,1511143
2016-11-21,762.61,769.7,760.6,769.2,1278480
2016-11-22,772.63,776.96,767.0,768.27,1549195
2016-11-23,767.73,768.283,755.25,760.99,1433899
2016-11-25,764.26,765.0,760.52,761.68,561760
2016-11-28,760.0,779.53,759.8,768.24,2077465
2016-11-29,771.53,778.5,768.24,770.84,1572748
2016-11-30,770.07,772.99,754.83,758.04,2320292
2016-12-01,757.44,759.85,737.025,747.92,2968343
2016-12-02,744.59,754.0,743.1,750.5,1424697
2016-12-05,757.71,763.9,752.9,762.52,1331968
2016-12-06,764.73,768.83,757.34,759.11,1614606
2016-12-07,761.0,771.36,755.8,771.19,1703058
2016-12-08,772.48,778.18,767.23,776.4,1337581
2016-12-09,780.0,789.43,779.0210000000001,789.29,1757030
2016-12-12,785.04,791.25,784.355,789.27,2084246
2016-12-13,793.9,804.38,793.34,796.1,2071966
2016-12-14,797.4,804.0,794.01,797.07,1599414
2016-12-15,797.34,803.0,792.92,797.85,1510240
2016-12-16,800.4,800.8560000000001,790.36,790.8,2042768
2016-12-19,790.22,797.66,786.27,794.15,1082046
2016-12-20,796.76,798.65,793.27,796.42,912191
2016-12-21,795.84,796.676,787.1,794.58,1137261
2016-12-22,792.36,793.32,788.58,791.26,904602
2016-12-23,790.9,792.74,787.28,789.91,605954
2016-12-27,790.68,797.86,787.6569999999999,791.55,774577
2016-12-28,793.7,794.23,783.2,785.05,970714
2016-12-29,783.33,785.93,778.92,782.79,738203
2016-12-30,782.75,782.78,770.41,771.82,1769950
2017-01-03,778.81,789.63,775.8,786.14,1605446
2017-01-04,788.36,791.34,783.16,786.9,1052125
2017-01-05,786.08,794.48,785.02,794.03,1114512
2017-01-06,795.26,807.9,792.204,806.15,1567821
2017-01-09,806.4,809.966,802.83,806.65,1230371
2017-01-10,807.86,809.13,803.51,804.8,997730
2017-01-11,805.0,808.15,801.37,807.91,1041244
2017-01-12,807.14,807.39,799.17,806.36,1278695
2017-01-13,807.48,811.2239999999999,806.69,807.88,1067240
2017-01-17,807.08,807.14,800.37,804.61,1141577
2017-01-18,805.81,806.205,800.99,806.07,1195669
2017-01-19,805.12,809.48,801.8,802.175,894921
2017-01-20,806.91,806.91,801.69,805.02,1569196
2017-01-23,807.25,820.87,803.74,819.31,1811778
2017-01-24,822.3,825.9,817.821,823.87,1420133
2017-01-25,829.62,835.77,825.06,835.67,1457244
2017-01-26,837.81,838.0,827.01,832.15,2374731
2017-01-27,834.71,841.95,820.44,823.31,2867241
2017-01-30,814.66,815.84,799.8,802.32,3118289
2017-01-31,796.86,801.25,790.52,796.79,2026212
2017-02-01,799.68,801.19,791.19,795.695,1973620
2017-02-02,793.8,802.7,792.0,798.53,1416853
2017-02-03,802.99,806.0,800.37,801.49,1463448
2017-02-06,799.7,801.67,795.25,801.34,1124955
2017-02-07,803.99,810.5,801.78,806.97,1225336
2017-02-08,807.0,811.84,803.19,808.38,1127543
2017-02-09,809.51,810.66,804.54,809.56,956998
2017-02-10,811.7,815.25,809.78,813.67,1102389
2017-02-13,816.0,820.959,815.49,819.24,1133310
2017-02-14,819.0,823.0,816.0,820.39,928985
2017-02-15,819.36,823.0,818.47,818.98,1244773
2017-02-16,819.93,824.4,818.98,824.16,1266675
2017-02-17,823.02,828.07,821.655,828.07,1386194
2017-02-21,828.66,833.45,828.35,831.66,1147909
2017-02-22,828.66,833.25,828.64,830.76,901969
2017-02-23,830.12,832.46,822.88,831.33,1192820
2017-02-24,827.73,829.0,824.2,828.64,1376546
2017-02-27,824.55,830.5,824.0,829.28,1048782
2017-02-28,825.61,828.54,820.2,823.21,1638677
2017-03-01,828.85,836.255,827.26,835.24,1412695
2017-03-02,833.85,834.51,829.64,830.63,795781
2017-03-03,830.56,831.36,825.7510000000001,829.08,881685
2017-03-06,826.95,828.88,822.4,827.56,954852
2017-03-07,827.4,833.41,826.52,831.91,983349
2017-03-08,833.51,838.15,831.79,835.37,915520
2017-03-09,836.0,842.0,834.21,838.68,1230591
2017-03-10,843.28,844.91,839.5,843.25,1668733
2017-03-13,847.753,848.685,843.25,845.54,1223647
2017-03-14,843.64,847.24,840.8,845.62,780198
2017-03-15,847.59,848.63,840.77,847.2,1381474
2017-03-16,849.03,850.85,846.13,848.78,977560
2017-03-17,851.61,853.4,847.11,852.12,1612724
2017-03-20,850.01,850.22,845.15,848.4,1231521
2017-03-21,851.4,853.5,829.02,830.46,2463484
2017-03-22,831.91,835.55,827.18,829.59,1401465
2017-03-23,821.0,822.57,812.257,817.58,3487056
2017-03-24,820.08,821.93,808.89,814.43,1942593
2017-03-27,806.95,821.63,803.37,819.51,1805933
2017-03-28,820.41,825.99,814.0269999999999,820.92,1527248
2017-03-29,825.0,832.765,822.38,831.41,1297192
2017-03-30,833.5,833.68,829.0,831.5,1042628
2017-03-31,828.97,831.64,827.39,829.6,1205256
2017-04-03,829.22,840.85,829.22,838.55,1671503
2017-04-04,831.36,835.18,829.0360000000001,834.57,1031012
2017-04-05,835.51,842.45,830.72,831.41,1509585
2017-04-06,832.4,836.39,826.46,827.88,1229645
2017-04-07,827.96,828.485,820.513,824.67,1057253
2017-04-10,825.39,829.35,823.77,824.73,888715
2017-04-11,824.71,827.427,817.02,823.35,1079732
2017-04-12,821.93,826.66,821.02,824.32,858986
2017-04-13,822.14,826.38,821.44,823.56,955830
2017-04-17,825.01,837.75,824.47,837.17,833593
2017-04-18,834.22,838.93,832.71,836.82,773214
2017-04-19,839.79,842.22,836.29,838.21,936210
2017-04-20,841.44,845.2,839.32,841.65,933451
2017-04-21,842.88,843.88,840.6,843.19,1256562
2017-04-24,851.2,863.45,849.86,862.76,1371831
2017-04-25,865.0,875.0,862.81,872.3,1671671
2017-04-26,874.23,876.05,867.748,871.73,1235967
2017-04-27,873.6,875.4,870.38,874.25,2014677
2017-04-28,910.66,916.85,905.77,905.96,3276255
2017-05-01,901.94,915.68,901.45,912.57,2115701
